date,product,price,quantity
2014-03-19 18:29:47,optima-yts42,211.9,1
2014-03-19 18:45:27,optima-yts42,211.9,1
2014-03-21 13:04:07,optima-rtc42,185.9,1
2014-03-22 16:24:10,optima-btdc55,259,1
2014-03-23 13:20:57,optima-yts42,211.9,1
2014-03-23 16:30:58,optima-yts55,256.9,1
2014-03-25 12:48:06,optima-yts55,197.50,1
2014-03-25 14:14:29,optima-rts42,190.9,1
2014-03-26 13:09:08,optima-rtc42,191.90,1
2014-03-28 20:04:46,optima-rtc42,185.9,1
2014-03-30 14:34:46,optima-rts21,174.9,1
2014-03-30 21:22:16,optima-yts55,256.9,2
2014-03-30 21:22:17,optima-yts55,256.9,2
2014-03-30 23:25:59,optima-yts42,211.9,1
2014-03-31 12:24:11,optima-rtc42,181.0,1
2014-03-31 17:20:53,optima-rtf42,195.9,1
2014-04-01 10:49:30,optima-yts42,211.9,1
2014-04-01 15:53:44,optima-yts55,256.9,1
2014-04-01 16:34:29,optima-yts42,211.9,2
2014-04-02 13:30:28,optima-btdc55,259,1
2014-04-03 11:41:22,optima-btsli42,195.9,1
2014-04-07 10:10:50,optima-btdc55,259,1
2014-04-07 10:49:25,optima-rtc42,185.9,1
2014-04-07 11:17:43,optima-ytr50,259.9,1
2014-04-07 15:31:05,optima-rtc42,185.9,1
2014-04-07 17:05:41,optima-rts42,190.9,2
2014-04-07 19:25:39,optima-rtc42,185.9,1
2014-04-07 21:15:10,optima-rtc42,185.9,1
2014-04-08 09:22:31,optima-rtc42,179.0,1
2014-04-08 19:05:37,optima-rtc42,185.9,1
2014-04-09 21:09:53,optima-yts55,259.0,1
2014-04-10 17:42:43,optima-rtc42,13.00,1
2014-04-11 17:15:11,optima-rtc42,185.9,1
2014-04-14 10:40:30,optima-rts42,190.9,1
2014-04-14 15:27:56,optima-yts55,256.9,1
2014-04-14 15:34:52,optima-rtr42,188.9,1
2014-04-15 11:31:18,optima-rts42,190.9,1
2014-04-15 12:06:21,optima-yts42,211.9,1
2014-04-15 14:16:00,optima-yts55,256.9,1
2014-04-15 15:41:27,optima-btsli42,195.9,2
2014-04-16 12:52:41,optima-btsli42,195.9,1
2014-04-17 17:10:41,optima-rtf42,195.9,1
2014-04-18 23:10:43,optima-rtc42,185.9,1
2014-04-22 13:22:16,optima-rtc42,185.9,1
2014-04-23 12:05:05,optima-btdc50,252.9,1
2014-04-26 10:54:08,optima-yts42,211.9,1
2014-04-28 11:46:11,optima-yts42,211.9,1
2014-04-28 16:03:27,optima-btdc55,259,1
2014-04-29 08:43:48,optima-yts55,256.9,2
2014-04-29 22:34:12,optima-yts55,256.9,1
2014-05-01 20:49:58,optima-rtc42,185.9,1
2014-05-02 09:57:10,optima-yts42,211.90,1
2014-05-02 11:07:34,optima-rtc42,185.9,1
2014-05-03 19:00:22,optima-rts21,172.9,1
2014-05-05 16:15:37,optima-rtc42,185.9,1
2014-05-05 18:55:47,optima-rtc42,185.9,1
2014-05-06 16:54:36,optima-yts42,211.90,2
2014-05-06 19:49:39,optima-rtr42,188.9,2
2014-05-06 19:52:25,optima-rtr42,188.9,2
2014-05-07 12:20:00,optima-yts42,211.9,2
2014-05-08 19:07:49,optima-yts42,211.9,1
2014-05-09 10:32:06,optima-btsli42,195.9,2
2014-05-09 11:11:10,optima-ytu42,216.9,1
2014-05-12 11:15:14,optima-rts21,172.9,1
2014-05-12 14:32:45,optima-ytr50,259.9,1
2014-05-13 17:48:35,optima-yts55,256.9,1
2014-05-13 22:05:16,optima-btdc50,252.9,1
2014-05-14 10:40:06,optima-yts55,256.9,1
2014-05-14 17:43:54,optima-yts55,256.90,1
2014-05-15 15:21:38,optima-btdc55,259,1
2014-05-15 15:45:40,optima-rts42,190.9,1
2014-05-16 18:14:44,optima-yts55,256.9,1
2014-05-18 13:08:59,optima-btdc55,269.9,1
2014-05-19 17:00:43,optima-rtc42,185.9,1
2014-05-19 17:07:15,optima-rtc42,185.9,1
2014-05-20 22:28:10,optima-btdc55,269.0,1
2014-05-21 18:25:46,optima-rtc42,185.9,1
2014-05-24 17:54:25,optima-ytr50,259.9,1
2014-05-25 19:16:59,optima-btdc50,252.9,2
2014-05-27 17:44:20,optima-yts55,256.9,1
2014-05-28 13:18:16,optima-btdc42,236.9,1
2014-05-29 09:05:03,optima-ytr50,259.9,1
2014-05-29 11:37:59,optima-rtc42,185.9,1
2014-05-30 17:04:59,optima-rtc42,185.9,1
2014-06-03 17:04:32,optima-yts55,256.9,1
2014-06-03 19:02:58,optima-btdc42,236.9,1
2014-06-04 18:37:08,optima-rts21,174.9,1
2014-06-04 21:13:45,optima-yts42,211.9,2
2014-06-05 09:37:01,optima-btsli42,195.9,1
2014-06-09 09:07:27,optima-rtr42,188.9,1
2014-06-09 12:42:23,optima-yts42,211.9,1
2014-06-09 16:42:18,optima-btdc55,269.9,2
2014-06-09 21:33:48,optima-btsli42,195.9,1
2014-06-10 09:41:55,optima-yts42,211.9,1
2014-06-10 19:01:31,optima-rtc42,0.00,1
2014-06-12 16:58:18,optima-btdc55,269.9,1
2014-06-12 20:31:11,optima-rts21,174.9,1
2014-06-13 10:10:04,optima-yts55,256.9,1
2014-06-13 12:30:19,optima-btdc55,269.9,2
2014-06-13 16:29:31,optima-rts42,190.9,2
2014-06-14 14:03:46,optima-btdc42,236.9,1
2014-06-14 14:36:51,optima-rtr42,188.9,1
2014-06-16 13:53:03,optima-rtc42,179.0,1
2014-06-18 01:06:35,optima-btdc55,269.9,2
2014-06-18 01:06:35,optima-yts42,211.9,1
2014-06-18 08:15:26,optima-rtc42,185.9,1
2014-06-18 08:15:26,optima-btdc55,269.9,1
2014-06-18 10:16:01,optima-rtc42,185.9,1
2014-06-18 17:20:50,optima-btdc42,236.9,1
2014-06-19 13:11:03,optima-btdc55,269.90,1
2014-06-19 14:10:58,optima-yts42,211.90,2
2014-06-20 15:02:30,optima-yts42,211.9,1
2014-06-20 22:11:16,optima-rtc42,185.9,1
2014-06-21 12:18:22,optima-rtc42,185.90,1
2014-06-21 22:24:16,optima-btdc55,269.9,2
2014-06-23 16:57:49,optima-yts55,256.9,1
2014-06-23 20:11:44,optima-rtr42,188.9,1
2014-06-23 21:01:46,optima-yts55,256.9,1
2014-06-24 11:52:08,optima-rtc42,185.9,1
2014-06-24 16:19:41,optima-yts55,256.9,1
2014-06-25 15:59:10,optima-rts42,190.9,1
2014-06-25 23:58:36,optima-rtc42,166.9,1
2014-06-27 10:00:32,optima-yts55,256.9,1
2014-06-28 18:53:14,optima-rtc42,185.9,1
2014-06-30 14:01:49,optima-btdc55,269.9,1
2014-07-01 23:27:55,optima-yts55,256.9,1
2014-07-02 17:13:27,optima-rtc42,185.9,1
2014-07-02 17:30:05,optima-ytr50,259.9,1
2014-07-02 19:47:27,optima-rtc42,185.9,1
2014-07-02 22:12:14,optima-rtr42,188.9,1
2014-07-04 19:32:34,optima-yts55,256.9,1
2014-07-04 19:35:30,optima-yts55,256.9,1
2014-07-05 12:12:06,optima-rts42,190.9,1
2014-07-07 17:09:02,optima-yts55,256.9,1
2014-07-08 16:09:04,optima-yts55,256.9,1
2014-07-08 18:26:58,optima-rtr42,188.9,1
2014-07-08 18:29:39,optima-rtr42,188.9,1
2014-07-08 18:30:40,optima-rtr42,188.9,1
2014-07-08 18:31:02,optima-rtr42,188.9,1
2014-07-08 18:31:05,optima-rtr42,188.9,1
2014-07-08 22:18:05,optima-yts42,211.9,1
2014-07-09 11:01:07,optima-btdc55,269.9,2
2014-07-09 16:19:42,optima-rtc42,185.9,1
2014-07-10 19:02:02,optima-btdc50,252.9,2
2014-07-10 19:02:02,optima-rtc42,185.9,1
2014-07-12 11:29:39,optima-rtc42,151.9,1
2014-07-13 09:19:34,optima-ytr50,259.9,1
2014-07-13 09:22:36,optima-ytr50,259.9,1
2014-07-13 09:22:57,optima-ytr50,259.9,1
2014-07-13 09:23:13,optima-ytr50,259.9,1
2014-07-13 09:23:29,optima-ytr50,259.9,1
2014-07-13 09:23:52,optima-ytr50,259.9,1
2014-07-15 16:14:49,optima-yts55,256.9,1
2014-07-16 16:48:55,optima-rtc42,131.5,2
2014-07-17 06:41:09,optima-yts55,256.9,1
2014-07-17 23:11:05,optima-rtc42,185.90,1
2014-07-20 16:27:29,optima-btdc42,236.90,2
2014-07-21 14:56:46,optima-rtc42,185.9,1
2014-07-21 14:59:29,optima-rtc42,185.9,1
2014-07-21 14:59:51,optima-rtc42,185.9,1
2014-07-21 15:02:31,optima-rtc42,185.9,1
2014-07-21 17:41:53,optima-yts55,256.9,1
2014-07-21 23:10:19,optima-rts21,174.9,1
2014-07-22 00:43:43,optima-btdc55,269.9,1
2014-07-22 10:44:41,optima-yts55,256.9,1
2014-07-22 11:44:45,optima-rtc42,179.0,1
2014-07-23 11:51:16,optima-btsli42,195.9,2
2014-07-23 17:27:08,optima-rtc42,185.9,1
2014-07-23 17:31:39,optima-rtc42,185.9,1
2014-07-23 17:31:40,optima-rtc42,185.9,1
2014-07-24 14:32:38,optima-rtc42,185.9,1
2014-07-24 14:36:43,optima-rtc42,185.9,1
2014-07-24 15:16:22,optima-btdc55,269.9,1
2014-07-24 20:27:27,optima-yts55,256.9,1
2014-07-25 18:40:09,optima-btdc55,259.50,2
2014-07-26 10:00:50,optima-rtc42,185.90,1
2014-07-28 22:28:01,optima-rts21,174.9,1
2014-07-29 14:02:31,optima-rtc42,185.9,1
2014-07-29 20:12:16,optima-yts42,211.9,1
2014-07-30 10:56:28,optima-yts55,256.9,1
2014-08-01 12:05:38,optima-ytr50,259.9,2
2014-08-01 22:56:42,optima-rtu42,195.9,1
2014-08-03 22:10:03,optima-rtr42,188.9,1
2014-08-04 10:29:38,optima-ytu42,216.9,1
2014-08-04 15:43:24,optima-yts2.7,190.9,1
2014-08-05 09:14:25,optima-rtc42,185.9,1
2014-08-05 10:07:36,optima-rtc42,166.9,1
2014-08-05 13:19:25,optima-yts42,211.9,1
2014-08-08 11:26:27,optima-rtc42,185.9,1
2014-08-08 13:38:33,optima-rtc42,131.5,2
2014-08-08 17:58:40,optima-rtc42,185.9,1
2014-08-10 16:15:55,optima-yts55,256.9,1
2014-08-10 16:17:21,optima-yts55,256.9,1
2014-08-10 16:17:27,optima-yts55,256.9,1
2014-08-10 16:19:43,optima-yts55,256.9,1
2014-08-11 12:08:33,optima-ytu42,216.9,1
2014-08-11 12:18:21,optima-rtc42,185.9,1
2014-08-11 18:52:16,optima-rtc42,185.90,1
2014-08-14 14:25:49,optima-rtc42,185.9,1
2014-08-17 08:05:29,optima-rtc42,185.90,1
2014-08-17 16:16:26,optima-rtc42,185.9,1
2014-08-17 21:56:16,optima-rtc42,185.9,1
2014-08-18 19:27:34,optima-rtc42,185.90,1
2014-08-19 12:17:21,optima-yts55,256.9,1
2014-08-19 14:29:57,optima-rtc42,185.9,1
2014-08-19 14:31:45,optima-rtc42,185.9,1
2014-08-21 04:25:32,optima-btdc55,269.9,1
2014-08-22 09:40:30,optima-yts55,256.9,2
2014-08-22 11:31:06,optima-yts55,256.9,1
2014-08-23 22:56:04,optima-yts55,256.9,1
2014-08-26 11:36:13,optima-ytu42,216.90,1
2014-08-26 14:01:09,optima-rtc42,185.9,1
2014-08-28 15:50:59,optima-btdc55,269.9,1
2014-08-28 15:50:59,optima-btsli42,195.9,1
2014-08-28 15:54:02,optima-btdc55,269.9,1
2014-08-28 15:54:02,optima-btsli42,195.9,1
2014-08-28 17:16:38,optima-yts55,256.90,1
2014-08-31 19:15:44,optima-rtc42,202.28,1
2014-09-01 16:08:18,optima-rtc42,179.0,1
2014-09-01 19:44:28,optima-ytr50,259.9,1
2014-09-04 12:02:53,optima-ytu42,216.9,1
2014-09-05 10:54:48,optima-btdc55,269.9,2
2014-09-07 15:50:52,optima-btdc55,269.9,1
2014-09-08 11:10:58,optima-yts55,256.9,1
2014-09-08 11:42:12,optima-yts55,256.9,1
2014-09-08 14:08:46,optima-btdc55,269.9,2
2014-09-08 15:58:07,optima-rtc42,185.9,1
2014-09-08 16:39:23,optima-rtf42,195.9,1
2014-09-08 19:11:10,optima-rtc42,174.9,1
2014-09-08 20:17:30,optima-rtc42,205.9,1
2014-09-09 15:08:36,optima-rtc42,185.9,1
2014-09-09 20:39:52,optima-rtc42,185.9,1
2014-09-10 10:07:30,optima-yts55,256.9,1
2014-09-11 12:38:22,optima-rtc42,185.9,1
2014-09-12 15:11:15,optima-yts55,256.9,1
2014-09-15 22:17:30,optima-yts55,256.9,1
2014-09-16 10:03:32,optima-ytu42,216.9,2
2014-09-16 18:55:35,optima-rts42,190.9,1
2014-09-17 09:57:10,optima-btsli42,195.9,1
2014-09-18 20:03:11,optima-rtc42,185.9,1
2014-09-19 02:25:49,optima-yts55,256.9,1
2014-09-19 13:29:51,optima-yts55,256.9,1
2014-09-19 16:28:49,optima-rtc42,185.9,1
2014-09-19 16:42:02,optima-yts42,180.00,1
2014-09-20 13:14:57,optima-yts55,256.9,1
2014-09-20 13:25:04,optima-yts55,256.9,1
2014-09-23 09:43:16,optima-yts42,211.9,1
2014-09-23 11:35:22,optima-ytu42,216.9,1
2014-09-23 12:24:41,optima-rtr42,188.9,1
2014-09-23 18:12:27,optima-yts55,256.9,1
2014-09-23 23:02:13,optima-yts55,256.9,1
2014-09-24 12:38:48,optima-yts55,256.9,1
2014-09-25 22:21:26,optima-yts55,256.9,1
2014-09-26 12:31:13,optima-rtc42,185.9,1
2014-09-27 11:54:36,optima-yts55,256.9,1
2014-09-27 14:12:35,optima-rtc42,185.9,1
2014-09-28 07:42:49,optima-yts55,256.9,1
2014-09-30 06:30:49,optima-rtc42,185.9,1
2014-09-30 16:59:51,optima-btdc55,269.9,1
2014-09-30 19:50:46,optima-yts55,256.9,1
2014-10-01 16:40:35,optima-btdc42,236.9,1
2014-10-02 12:56:03,optima-ytr50,259.90,1
2014-10-02 13:23:53,optima-rtc42,185.9,1
2014-10-03 16:20:08,optima-rtc42,185.90,1
2014-10-06 10:25:50,optima-rtr42,188.9,1
2014-10-06 14:55:51,optima-rts42,190.9,1
2014-10-06 17:43:14,optima-rtc42,185.9,1
2014-10-07 08:51:16,optima-btdc42,236.9,1
2014-10-07 12:27:54,optima-yts55,256.9,1
2014-10-08 19:11:22,optima-yts55,256.9,1
2014-10-08 19:36:22,optima-yts55,256.9,1
2014-10-09 12:24:22,optima-rtc42,185.90,1
2014-10-10 09:25:51,optima-rtc42,185.9,1
2014-10-10 18:51:09,optima-btdc42,236.9,2
2014-10-12 21:17:25,optima-yts2.7j,170.9,1
2014-10-14 11:36:21,optima-yts27j,125.00,1
2014-10-14 11:36:21,optima-yts55,225.00,1
2014-10-14 11:43:51,optima-rtr42,160,1
2014-10-14 13:54:05,optima-btdc55,269.9,1
2014-10-15 13:30:39,optima-ytr27,170.90,1
2014-10-18 10:37:20,optima-yts42,211.9,1
2014-10-19 00:15:43,optima-yts55,256.9,1
2014-10-20 16:56:48,reso-optima-yts55,-256.9,1
2014-10-20 16:59:40,optima-yts42,211.90,1
2014-10-21 13:02:02,optima-rtc42,185.90,1
2014-10-21 16:20:11,optima-yts55,256.90,2
2014-10-21 17:57:40,optima-yts55,256.9,1
2014-10-22 19:39:15,optima-rts42,190.9,1
2014-10-22 23:11:29,optima-rtc42,185.9,1
2014-10-22 23:24:41,optima-ytr50,259.9,1
2014-10-22 23:24:41,optima-ytr2.7,170.9,1
2014-10-23 10:22:55,optima-rtc42,185.90,1
2014-10-23 22:12:27,optima-yts2.7,170.9,1
2014-10-24 11:01:14,optima-yts55,256.9,1
2014-10-24 16:08:08,optima-yts55,256.9,1
2014-10-27 11:33:09,optima-rtc42,185.9,1
2014-10-27 18:07:17,optima-yts55,256.9,1
2014-10-27 20:46:09,optima-rtc42,185.9,1
2014-10-28 10:45:52,optima-ytu42,216.90,1
2014-10-28 14:00:42,optima-rtc42,165,1
2014-10-28 21:37:32,optima-rtc42,185.9,1
2014-10-29 11:05:26,optima-yts2.7j,170.9,1
2014-10-29 13:29:14,optima-rtc42,185.90,1
2014-10-29 15:46:25,optima-yts55,256.9,1
2014-10-29 19:12:12,optima-rtc42,185.9,1
2014-10-30 10:07:05,optima-rtc42,185.9,1
2014-10-30 11:26:13,optima-rtc42,185.9,1
2014-10-31 10:13:23,optima-rtc42,185.9,1
2014-10-31 17:02:54,optima-rtc42,185.9,1
2014-11-02 18:41:29,optima-rtr42,188.9,1
2014-11-02 19:39:36,optima-rts42,190.9,1
2014-11-03 08:53:50,optima-yts55,256.9,1
2014-11-04 08:25:23,optima-rtc42,185.9,1
2014-11-04 15:26:48,optima-yts2.7,170.9,2
2014-11-04 19:14:02,optima-yts55,256.9,1
2014-11-04 19:15:48,optima-yts55,256.9,1
2014-11-05 10:34:31,optima-yts55,256.9,1
2014-11-05 11:28:40,optima-rtc42,185.9,1
2014-11-05 11:41:50,optima-rtc42,185.9,1
2014-11-07 09:54:12,optima-yts55,256.90,1
2014-11-07 17:39:55,optima-btdc55,269.9,4
2014-11-08 11:51:44,optima-yts55,256.9,1
2014-11-08 22:38:04,optima-ytr50,259.9,1
2014-11-09 18:36:17,optima-rtc42,185.9,1
2014-11-10 09:13:48,optima-rtc42,185.90,1
2014-11-10 16:14:06,optima-rtc42,185.9,1
2014-11-11 09:24:52,optima-rtc42,185.9,1
2014-11-11 18:32:25,optima-rts21,174.90,1
2014-11-12 10:29:40,optima-yts55,256.9,1
2014-11-13 14:21:27,optima-yts2.7j,170.9,1
2014-11-14 14:27:55,optima-rtc42,185.9,1
2014-11-15 14:09:44,optima-rtc42,185.9,1
2014-11-17 14:56:10,optima-rtu42,195.9,1
2014-11-17 18:18:52,optima-ytr50,259.9,1
2014-11-17 18:46:33,optima-rtc42,185.9,1
2014-11-17 21:28:17,optima-rtc42,185.9,1
2014-11-18 08:19:22,optima-yts55,256.9,1
2014-11-18 09:00:43,optima-yts55,256.9,1
2014-11-18 11:35:53,optima-rts42,190.9,1
2014-11-19 10:22:03,optima-rts42,190.9,1
2014-11-19 13:18:22,optima-yts55,256.9,1
2014-11-19 18:49:21,optima-yts55,256.9,1
2014-11-20 09:57:52,optima-yts55,256.9,1
2014-11-20 15:10:52,optima-yts55,256.9,1
2014-11-20 18:44:36,optima-rtc42,185.9,1
2014-11-21 13:34:38,optima-rtc42,185.9,1
2014-11-21 16:49:02,optima-yts42,211.9,2
2014-11-23 17:15:08,optima-rts42,190.9,1
2014-11-23 17:39:20,optima-rtc42,185.9,1
2014-11-23 18:00:44,optima-rtc42,185.9,1
2014-11-24 10:15:04,optima-rts42,190.9,1
2014-11-24 11:24:40,optima-rtc42,185.90,1
2014-11-24 11:26:05,optima-rtc42,185.9,1
2014-11-24 11:42:38,optima-rtc42,185.90,1
2014-11-24 15:33:20,optima-rtc42,185.9,1
2014-11-24 17:29:19,optima-btdc55,269.9,2
2014-11-25 14:28:16,optima-rtc42,185.9,1
2014-11-25 15:15:01,optima-rtc42,185.9,2
2014-11-25 20:27:27,optima-yts55,256.9,1
2014-11-26 13:36:21,optima-rtf42,195.9,1
2014-11-26 15:41:03,optima-yts2.7j,170.9,1
2014-11-26 18:08:54,optima-rtc42,185.9,1
2014-11-26 20:43:28,optima-rtc42,189.9,1
2014-11-28 18:05:38,optima-yts55,256.9,1
2014-11-29 11:09:55,optima-yts55,256.90,1
2014-11-29 13:09:15,optima-rtr42,188.9,1
2014-12-01 07:37:07,optima-btdc55,269.9,1
2014-12-01 12:10:18,optima-rtc42,185.9,1
2014-12-01 15:15:06,optima-yts55,256.9,1
2014-12-02 12:05:55,optima-rtc42,185.9,1
2014-12-02 12:21:34,optima-rtc42,185.9,1
2014-12-02 20:37:57,optima-yts55,256.9,1
2014-12-03 17:16:14,optima-rtc42,185.9,1
2014-12-04 10:06:43,optima-rtc42,185.9,1
2014-12-04 11:55:25,optima-yts55,256.9,1
2014-12-04 18:12:24,optima-rtc42,185.90,1
2014-12-04 21:47:22,optima-rtr42,188.9,1
2014-12-05 11:02:55,optima-yts42,204.30,7
2014-12-05 12:45:27,optima-rtc42,185.9,1
2014-12-05 13:11:20,optima-rtc42,185.9,1
2014-12-05 13:16:13,optima-rtc42,185.9,1
2014-12-06 16:10:35,optima-yts55,256.9,2
2014-12-08 07:25:55,optima-btdc55,269.9,1
2014-12-08 07:30:45,optima-btdc55,269.9,1
2014-12-09 18:01:08,optima-yts55,256.9,1
2014-12-10 08:59:56,optima-rtc42,185.9,1
2014-12-10 13:03:55,optima-rts42,190.9,1
2014-12-10 13:23:59,optima-yts2.7j,170.9,1
2014-12-10 17:10:52,optima-rtc42,185.9,1
2014-12-10 17:21:29,optima-rtc42,185.9,1
2014-12-10 17:34:24,optima-rtr42,188.9,1
2014-12-10 17:36:38,optima-rtc42,138,1
2014-12-10 20:06:36,optima-rtc42,185.9,1
2014-12-10 21:12:51,optima-rtc42,185.9,1
2014-12-11 07:39:41,optima-yts55,256.9,1
2014-12-11 08:53:50,optima-yts55,256.9,1
2014-12-11 11:25:23,optima-rts42,190.9,1
2014-12-11 12:02:32,optima-rtc42,185.9,1
2014-12-11 12:08:03,optima-rtf42,195.9,1
2014-12-11 17:27:53,optima-ytu42,216.9,1
2014-12-11 17:55:12,optima-rtc42,185.9,1
2014-12-12 17:30:36,optima-rtc42,185.9,1
2014-12-12 19:07:36,optima-rtu42,165,1
2014-12-13 13:51:50,optima-rtc42,185.9,1
2014-12-13 19:34:19,optima-yts55,256.9,1
2014-12-15 01:06:40,optima-rtc42,185.9,1
2014-12-15 09:46:45,optima-rtr42,188.9,1
2014-12-15 14:14:10,optima-yts55,256.9,1
2014-12-15 17:05:45,optima-rtc42,185.9,1
2014-12-15 19:36:01,optima-yts55,256.9,1
2014-12-15 20:02:10,optima-rtr42,188.9,1
2014-12-15 20:09:12,optima-rtr42,188.9,1
2014-12-15 20:20:48,optima-rtc42,185.9,1
2014-12-16 09:55:24,optima-yts55,256.9,1
2014-12-16 18:18:47,optima-rts42,190.9,1
2014-12-17 10:10:02,optima-rtc42,185.9,1
2014-12-18 08:02:38,optima-rtc42,185.9,1
2014-12-18 09:26:24,optima-rts21,174.9,1
2014-12-18 19:13:34,optima-ytr50,259.9,1
2014-12-19 16:56:10,optima-rtr42,188.90,1
2014-12-19 19:45:35,optima-rtc42,185.9,1
2014-12-20 10:44:53,optima-yts55,256.9,1
2014-12-20 13:59:39,optima-yts55,256.9,1
2014-12-20 16:10:21,optima-ytu42,216.9,1
2014-12-20 17:54:31,optima-rtc42,185.9,1
2014-12-21 23:47:23,optima-rtc42,185.9,1
2014-12-22 09:37:44,optima-rtc42,185.9,1
2014-12-22 18:17:57,optima-rtc42,185.9,1
2014-12-27 13:21:26,optima-rtc42,185.9,1
2014-12-27 19:03:34,optima-rtc42,185.9,1
2014-12-27 20:00:25,optima-rts37,169.9,1
2014-12-28 18:22:45,optima-rtc42,185.9,1
2014-12-28 23:36:51,optima-rtc42,185.9,1
2014-12-29 02:01:36,optima-btdc50,252.9,1
2014-12-29 09:26:43,optima-rtc42,185.9,1
2014-12-29 10:35:40,optima-rtc42,185.90,1
2014-12-29 11:21:14,optima-rtc42,185.9,1
2014-12-29 11:26:32,optima-rts42,190.9,1
2014-12-29 14:14:44,optima-rtc42,185.9,1
2014-12-30 11:29:03,optima-btdc55,269.9,1
2014-12-30 14:49:28,optima-rtc42,185.9,1
2015-01-01 22:03:49,optima-rtc42,185.9,1
2015-01-02 11:50:03,optima-rtc42,185.9,1
2015-01-02 15:20:47,optima-rts42,190.9,1
2015-01-02 15:33:50,optima-rtc42,185.9,1
2015-01-03 09:12:04,optima-rtc42,185.9,1
2015-01-03 22:30:24,optima-yts55,256.9,1
2015-01-04 11:48:36,optima-yts55,256.9,1
2015-01-04 23:24:16,optima-yts42,211.9,1
2015-01-05 10:08:37,optima-rtr42,188.9,1
2015-01-05 21:27:13,optima-rts42,190.9,1
2015-01-07 10:12:42,optima-btdc55,269.9,2
2015-01-07 16:38:24,optima-rtc42,185.9,1
2015-01-07 20:38:45,optima-rtc42,189.9,1
2015-01-08 16:17:01,optima-rtc42,185.9,1
2015-01-09 11:07:27,optima-yts2.7,170.9,1
2015-01-09 17:03:21,optima-rtu42,195.9,1
2015-01-09 20:16:22,optima-rtr42,188.9,1
2015-01-09 20:21:33,optima-rtr42,188.9,1
2015-01-09 20:21:33,optima-rts42,190.9,1
2015-01-10 11:39:04,optima-rtr42,188.9,1
2015-01-10 14:28:34,optima-rtr42,188.9,1
2015-01-10 14:28:34,optima-rts42,190.9,2
2015-01-11 12:30:42,optima-rtc42,185.9,1
2015-01-11 14:21:56,optima-rtc42,185.9,1
2015-01-11 22:33:07,optima-rtc42,185.9,1
2015-01-12 11:37:28,optima-ytr50,259.9,2
2015-01-12 12:28:55,optima-ytr50,259.90,2
2015-01-12 18:21:21,optima-yts55,256.9,1
2015-01-12 19:37:53,optima-yts2.7j,170.9,1
2015-01-13 12:52:11,optima-rtr42,188.9,2
2015-01-14 11:06:36,optima-yts55,256.9,1
2015-01-14 15:25:50,optima-yts55,256.9,1
2015-01-15 15:36:27,optima-yts55,256.9,1
2015-01-15 17:28:15,optima-rtc42,185.9,1
2015-01-15 20:31:51,optima-yts2.7j,170.9,1
2015-01-16 00:13:43,optima-btdc55,269.9,1
2015-01-17 15:40:09,optima-yts55,256.9,1
2015-01-18 20:53:38,optima-yts2.7j,170.9,1
2015-01-19 11:19:31,optima-yts55,256.90,1
2015-01-20 13:15:46,optima-yts55,256.90,1
2015-01-20 16:46:14,optima-rtc42,185.90,1
2015-01-20 17:25:56,optima-rtc42,185.90,1
2015-01-20 18:16:24,optima-btdc55,269.90,2
2015-01-20 19:31:15,optima-rtc42,185.90,1
2015-01-20 22:13:08,optima-rts21,174.90,1
2015-01-21 14:32:49,optima-rtc42,185.90,1
2015-01-21 14:42:29,optima-rts21,174.90,1
2015-01-22 21:11:18,optima-yts55,256.9,1
2015-01-25 20:24:20,optima-ytr50,259.9,1
2015-01-25 22:27:54,optima-yts55,256.9,1
2015-01-26 11:51:41,optima-rtf42,195.9,1
2015-01-26 18:41:59,optima-rtc42,185.9,1
2015-01-27 06:29:54,optima-yts55,256.9,2
2015-01-27 14:53:38,optima-yts42,211.9,1
2015-01-28 09:12:38,optima-btdc50,252.9,1
2015-01-28 10:42:04,optima-rtc42,185.9,1
2015-01-28 13:42:20,optima-rtc42,185.90,1
2015-01-28 16:35:51,optima-rtr42,188.9,1
2015-01-28 17:25:24,optima-btdc50,252.9,1
2015-01-29 11:33:52,optima-rtc42,185.9,1
2015-01-30 00:01:42,optima-yts2.7j,170.9,1
2015-01-30 10:02:40,optima-yts2.7j,170.9,1
2015-01-30 15:13:10,optima-yts55,256.9,2
2015-01-30 15:27:24,optima-rtc42,185.9,1
2015-01-30 16:00:05,optima-yts55,256.9,1
2015-02-02 08:27:59,optima-yts42,211.9,1
2015-02-02 12:30:30,optima-rtc42,185.9,1
2015-02-02 16:13:44,optima-rtc42,185.9,1
2015-02-03 09:28:37,optima-rtc42,185.9,1
2015-02-03 11:49:49,optima-btdc55,269.9,2
2015-02-03 22:03:58,optima-rtc42,189.9,1
2015-02-04 10:09:45,optima-rtc42,185.9,1
2015-02-04 16:27:20,optima-yts55,256.9,1
2015-02-04 20:48:09,optima-yts55,195,1
2015-02-05 10:33:58,optima-rtc42,185.9,1
2015-02-05 16:16:23,optima-rtc42,185.9,1
2015-02-07 07:36:47,optima-rtc42,185.9,1
2015-02-08 17:46:07,optima-rtc42,185.9,1
2015-02-08 19:55:09,optima-rtc42,185.9,1
2015-02-09 11:06:31,optima-rtc42,185.90,1
2015-02-09 11:08:05,optima-rtr42,188.90,1
2015-02-09 17:05:04,optima-rtc42,185.9,1
2015-02-09 17:53:30,optima-ytu42,216.9,1
